"";"title";"artist";"artist_bio";"artist_birth_year";"artist_death_year";"num_artists";"n_female_artists";"n_male_artists";"artist_gender";"year_acquired";"year_created";"circumference_cm";"depth_cm";"diameter_cm";"height_cm";"length_cm";"width_cm";"seat_height_cm";"purchase";"gift";"exchange";"classification";"department"
"1811";"Succulent Eggplants";"Beatriz Milhazes";"(Brazilian, born 1960)";1960;NA;1;1;0;"Female";2002;1996;NA;NA;NA;189,8654;NA;245,1105;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1812";"Light in Far Field";"Ellen Phelan";"(American, born 1943)";1943;NA;1;1;0;"Female";2002;2001;NA;3,81;NA;152,4003;NA;228,6005;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1813";"From 75 Varick to the Holland Tunnel Entrance";"Rackstraw Downes";"(American, born England 1939)";1939;NA;1;0;1;"Male";2002;1988;NA;NA;NA;58,7376;NA;182,8804;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1814";"Tulsa Slut";"Edward Ruscha";"(American, born 1937)";1937;NA;1;0;1;"Male";2002;2002;NA;NA;NA;161,2903;NA;182,8804;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1815";"""Condemnation without Judgment""";"Chéri Samba";"(Congolese, born 1956)";1956;NA;1;0;1;"Male";2002;1989;NA;NA;NA;148,2728;NA;200,6604;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1816";"Château Noir";"Paul Cézanne";"(French, 1839-1906)";1839;1906;1;0;1;"Male";1957;1903;NA;NA;NA;73,6;NA;93,3452;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1817";"Triptych";"Francis Bacon";"(British, born Ireland. 1909-1992)";1909;1992;1;0;1;"Male";2003;1991;NA;NA;NA;198,1204;NA;147,6378;NA;FALSE;FALSE;TRUE;"Painting";"Painting & Sculpture"
"1818";"The Thousand Longest Rivers of the World";"Alighiero Boetti";"(Italian, 1940-1994)";1940;1994;1;0;1;"Male";1993;1976;NA;NA;NA;251,5001;NA;535,9;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1819";"White Relief over White";"Ellsworth Kelly";"(American, 1923-2015)";1923;2015;1;0;1;"Male";2003;2003;NA;NA;NA;304,8006;NA;178,1179;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1820";"727";"Takashi Murakami";"(Japanese, born 1962)";1962;NA;1;0;1;"Male";2003;1996;NA;NA;NA;299,7206;NA;449,5809;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1821";"Diver";"Jasper Johns";"(American, born 1930)";1930;NA;1;0;1;"Male";2003;1962;NA;NA;NA;291,7;NA;182,2;NA;FALSE;TRUE;TRUE;"Painting";"Painting & Sculpture"
"1822";"Visual Synthesis of the Idea: ""War""";"Gino Severini";"(Italian, 1883-1966)";1883;1966;1;0;1;"Male";2004;1914;NA;NA;NA;93,0277;NA;73,1839;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1823";"Letting Go #8";"Cleve Gray";"(American, 1918-2004)";1918;2004;1;0;1;"Male";2004;2002;NA;NA;NA;209,8679;NA;222,2504;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1824";"Untitled";"Lee Lozano";"(American, 1930-1999)";1930;1999;1;1;0;"Female";2004;1963;NA;NA;NA;239,3955;NA;127,3178;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1825";"Large Check: 1";"Sherrie Levine";"(American, born 1947)";1947;NA;1;1;0;"Female";2004;1987;NA;NA;NA;61,2776;NA;51,1176;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1826";"Large Check: 2";"Sherrie Levine";"(American, born 1947)";1947;NA;1;1;0;"Female";2004;1987;NA;NA;NA;61,1189;NA;51,1176;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1827";"Large Check: 3";"Sherrie Levine";"(American, born 1947)";1947;NA;1;1;0;"Female";2004;1987;NA;NA;NA;61,2776;NA;50,9589;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1828";"Large Check: 4";"Sherrie Levine";"(American, born 1947)";1947;NA;1;1;0;"Female";2004;1987;NA;NA;NA;61,2776;NA;50,9589;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1829";"Large Check: 5";"Sherrie Levine";"(American, born 1947)";1947;NA;1;1;0;"Female";2004;1987;NA;NA;NA;61,2776;NA;50,9589;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1830";"Large Check: 6";"Sherrie Levine";"(American, born 1947)";1947;NA;1;1;0;"Female";2004;1987;NA;NA;NA;60,9601;NA;50,3239;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1831";"Large Check: 7";"Sherrie Levine";"(American, born 1947)";1947;NA;1;1;0;"Female";2004;1987;NA;NA;NA;61,2776;NA;50,8001;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1832";"Large Check: 8";"Sherrie Levine";"(American, born 1947)";1947;NA;1;1;0;"Female";2004;1987;NA;NA;NA;61,2776;NA;49,5301;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1833";"Large Check: 9";"Sherrie Levine";"(American, born 1947)";1947;NA;1;1;0;"Female";2004;1987;NA;NA;NA;61,2776;NA;50,1651;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1834";"Large Check: 10";"Sherrie Levine";"(American, born 1947)";1947;NA;1;1;0;"Female";2004;1987;NA;NA;NA;61,2776;NA;50,9589;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1835";"Large Check: 11";"Sherrie Levine";"(American, born 1947)";1947;NA;1;1;0;"Female";2004;1987;NA;NA;NA;61,2776;NA;50,8001;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1836";"Large Check: 12";"Sherrie Levine";"(American, born 1947)";1947;NA;1;1;0;"Female";2004;1987;NA;NA;NA;61,2776;NA;50,9589;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1837";"Color Structure";"Joaquín Torres-García";"(Uruguayan, 1874-1949)";1874;1949;1;0;1;"Male";2004;1930;NA;NA;NA;60,9601;NA;50,8001;NA;FALSE;FALSE;TRUE;"Painting";"Painting & Sculpture"
"1838";"Lapeyrouse Wall";"Peter Doig";"(British, born 1959)";1959;NA;1;0;1;"Male";2004;2004;NA;NA;NA;200;NA;250,5;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1839";"Craig";"Elizabeth Peyton";"(American, born 1965)";1965;NA;1;1;0;"Female";2004;1997;NA;NA;NA;35,5600711201;NA;43,1800863602;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1840";"Neoconcrete Relief";"Hélio Oiticica";"(Brazilian, 1937-1980)";1937;1980;1;0;1;"Male";2004;1960;NA;NA;NA;96;NA;130;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1841";"Woman of the River";"Armando Reverón";"(Venezuelan, 1889-1954)";1889;1954;1;0;1;"Male";2004;1939;NA;NA;NA;132,1;NA;144,5;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1842";"Construction in White and Black";"Joaquín Torres-García";"(Uruguayan, 1874-1949)";1874;1949;1;0;1;"Male";2004;1938;NA;NA;NA;80,7;NA;102;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1843";"Large Still Life";"Richard Diebenkorn";"(American, 1922-1993)";1922;1993;1;0;1;"Male";2004;1963;NA;NA;NA;163,8;NA;178,4;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1844";"Empirical Construction, Istanbul";"Julie Mehretu";"(American, born Ethiopia 1970)";1970;NA;1;1;0;"Female";2004;2003;NA;NA;NA;304,8;NA;457,2;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1845";"Lawn Party";"Alex Katz";"(American, born 1927)";1927;NA;1;0;1;"Male";2004;1965;NA;NA;NA;274,4;NA;365,8;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1846";"Pink Snow";"Peter Doig";"(British, born 1959)";1959;NA;1;0;1;"Male";2004;1991;NA;NA;NA;243,5;NA;198;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1847";"The Gardeners";"John Currin";"(American, born 1962)";1962;NA;1;0;1;"Male";2004;2001;NA;NA;NA;190,5;NA;132;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1848";"Wrist Corsage";"Lisa Yuskavage";"(American, born 1962)";1962;NA;1;1;0;"Female";2004;1996;NA;NA;NA;182,9;NA;213,3;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1849";"More than You Know";"Elizabeth Murray";"(American, 1940-2007)";1940;2007;1;1;0;"Female";2005;1983;NA;20,32;NA;281,9406;NA;274,3205;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1850";"Map I (Old Map)";"Thomas Scheibitz";"(German, born 1968)";1968;NA;1;0;1;"Male";2005;2003;NA;NA;NA;284,4;NA;460,3;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1851";"I Still Use Brushes";"Arman";"(American, born France. 1928-2005)";1928;2005;1;0;1;"Male";2008;1969;NA;NA;NA;203,2004;NA;203,2004;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1852";"Expansion in Four Directions";"Max Bill";"(Swiss, 1908-1994)";1908;1994;1;0;1;"Male";2008;1961;NA;NA;NA;186,6904;NA;186,6904;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1853";"Portrait of Igor Stravinsky";"Albert Gleizes";"(French, 1881-1953)";1881;1953;1;0;1;"Male";2009;1914;NA;NA;NA;129,5403;NA;114,3002;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1854";"Meditation of the Painter";"André Masson";"(French, 1896-1987)";1896;1987;1;0;1;"Male";2009;1943;NA;NA;NA;132,0803;NA;101,6002;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1855";"He Did What He Wanted";"Yves Tanguy";"(American, born France. 1900-1955)";1900;1955;1;0;1;"Male";2008;1927;NA;NA;NA;79,3752;NA;64,7701;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1856";"Return I";"Brice Marden";"(American, born 1938)";1938;NA;1;0;1;"Male";2005;1964;NA;NA;NA;127;NA;172,7203;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1857";"Couplet IV";"Brice Marden";"(American, born 1938)";1938;NA;1;0;1;"Male";2005;1988;NA;NA;NA;274,3205;NA;152,4003;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1858";"Lethykos (for Tonto)";"Brice Marden";"(American, born 1938)";1938;NA;1;0;1;"Male";2005;1976;NA;0;NA;213,3604;NA;60,9601;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1859";"The Propitious Garden of Plane Image, Third Version";"Brice Marden";"(American, born 1938)";1938;NA;1;0;1;"Male";2006;2000;NA;NA;NA;182,8804;NA;731,5215;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1860";"Between White";"Kenzo Okada";"(American, 1902-1982)";1902;1982;1;0;1;"Male";NA;1964;NA;NA;NA;216,2179;NA;293,3706;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1861";"Awning 1";"Eberhard Havekost";"(German, born 1967)";1967;NA;1;0;1;"Male";2005;2004;NA;NA;NA;200,0254;NA;128,2703;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1862";"Do the Dance";"Elizabeth Murray";"(American, 1940-2007)";1940;2007;1;1;0;"Female";2006;2005;NA;3,81;NA;287,0206;NA;342,9007;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1863";"Blue About";"Bridget Riley";"(British, born 1931)";1931;NA;1;1;0;"Female";2005;1983;NA;NA;NA;180,6579;NA;149,2253;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1864";"Creative Artists Agency (Los Angeles)";"Sarah Morris";"(American, born 1967)";1967;NA;1;1;0;"Female";2005;2005;NA;NA;NA;213,9;NA;213,9;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1865";"Ghost";"Stefan Kürten";"(German, born 1963)";1963;NA;1;0;1;"Male";2005;2005;NA;NA;NA;187,9604;NA;266,7005;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1866";"The Duel";"Julian Stanczak";"(American, 1928-2017)";1928;2017;1;0;1;"Male";2005;1963;NA;NA;NA;137,1603;NA;198,1204;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1867";"Ringaround Arosie";"Eva Hesse";"(American, born Germany. 1936-1970)";1936;1970;1;1;0;"Female";2005;1965;NA;11,43;NA;66,9926;NA;41,9101;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1868";"Group";"Magnus Plessen";"(German, born 1967)";1967;NA;1;0;1;"Male";2005;2004;NA;NA;NA;280,6706;NA;172,7203;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1869";"Untitled (Anka)";"Wilhelm Sasnal";"(Polish, born 1972)";1972;NA;1;0;1;"Male";2005;2004;NA;NA;NA;60;NA;45;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1870";"Rebus";"Robert Rauschenberg";"(American, 1925-2008)";1925;2008;1;0;1;"Male";2005;1955;NA;NA;NA;243,8405;NA;333,1;NA;FALSE;TRUE;TRUE;"Painting";"Painting & Sculpture"
"1871";"Presentation";"Dana Schutz";"(American, born 1976)";1976;NA;1;1;0;"Female";2005;2005;NA;NA;NA;304,8006;NA;426,7209;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1872";"Seated Woman Being Served Tea by Standing Companion";"David Hockney";"(British, born 1937)";1937;NA;1;0;1;"Male";2005;1963;NA;NA;NA;213,6779;NA;197,8029;NA;FALSE;TRUE;TRUE;"Painting";"Painting & Sculpture"
"1873";"Los Angeles No. 4 (Barnes)";"R. B. Kitaj";"(American, 1932-2007)";1932;2007;1;0;1;"Male";2005;2000;NA;NA;NA;182,8804;NA;91,4402;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1874";"Three Women";"Richard Artschwager";"(American, 1923-2013)";1923;2013;1;0;1;"Male";2005;1963;NA;NA;NA;123,1902;NA;121,9202;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1875";"Johnson Wax Building";"Richard Artschwager";"(American, 1923-2013)";1923;2013;1;0;1;"Male";2005;1974;NA;NA;NA;120,6502;NA;151,1303;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1876";"Splatter Table";"Richard Artschwager";"(American, 1923-2013)";1923;2013;1;0;1;"Male";2005;1997;NA;NA;NA;193,0404;NA;248,9205;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1877";"Rhapsody";"Jennifer Bartlett";"(American, born 1941)";1941;NA;1;1;0;"Female";2005;1975;NA;NA;NA;228,6005;NA;4663,4493;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1878";"Belfast";"Jake Berthot";"(American, 1939-2014)";1939;2014;1;0;1;"Male";2005;1981;NA;NA;NA;186,6904;NA;125,0953;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1879";"Room";"Jake Berthot";"(American, 1939-2014)";1939;2014;1;0;1;"Male";2005;1979;NA;NA;NA;182,8804;NA;152,4003;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1880";"Greenpoint";"Jake Berthot";"(American, 1939-2014)";1939;2014;1;0;1;"Male";2005;1971;NA;NA;NA;213,3604;NA;182,8804;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1881";"Anawanda";"Jake Berthot";"(American, 1939-2014)";1939;2014;1;0;1;"Male";2005;1985;NA;NA;NA;122,5552;NA;89,5352;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1882";"April '59 Ronco";"Julius Bissier";"(German, 1893-1965)";1893;1965;1;0;1;"Male";2005;1959;NA;NA;NA;19,05;NA;22,86;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1883";"7.XI.57";"Julius Bissier";"(German, 1893-1965)";1893;1965;1;0;1;"Male";2005;1957;NA;NA;NA;22,86;NA;19,685;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1884";"28-Sep-57";"Julius Bissier";"(German, 1893-1965)";1893;1965;1;0;1;"Male";2005;1957;NA;NA;NA;21,2725;NA;21,9075;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1885";"Gun with Hand #1";"Vija Celmins";"(American, born Latvia 1938)";1938;NA;1;1;0;"Female";2005;1964;NA;NA;NA;62,2301;NA;87,6302;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1886";"Flying Fortress";"Vija Celmins";"(American, born Latvia 1938)";1938;NA;1;1;0;"Female";2005;1966;NA;NA;NA;40,6401;NA;66,0401;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1887";"Web #3";"Vija Celmins";"(American, born Latvia 1938)";1938;NA;1;1;0;"Female";2005;2000;NA;NA;NA;38,1001;NA;45,7201;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1888";"Breaking";"Sue Coe";"(British, born 1951)";1951;NA;1;1;0;"Female";2005;1984;NA;NA;NA;231,1405;NA;307,3406;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1889";"Gladiators";"Philip Guston";"(American, born Canada. 1913-1980)";1913;1980;1;0;1;"Male";2005;1940;NA;NA;NA;62,2301;NA;71,4376;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1890";"Inhabiter";"Philip Guston";"(American, born Canada. 1913-1980)";1913;1980;1;0;1;"Male";2005;1965;NA;NA;NA;193,3579;NA;201,2954;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1891";"Edge of Town";"Philip Guston";"(American, born Canada. 1913-1980)";1913;1980;1;0;1;"Male";2005;1969;NA;NA;NA;195,5804;NA;280,6706;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1892";"Deluge II";"Philip Guston";"(American, born Canada. 1913-1980)";1913;1980;1;0;1;"Male";2005;1975;NA;NA;NA;201,6129;NA;281,9406;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1893";"Web";"Philip Guston";"(American, born Canada. 1913-1980)";1913;1980;1;0;1;"Male";2005;1975;NA;NA;NA;170,1803;NA;247,0155;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1894";"Cherries";"Philip Guston";"(American, born Canada. 1913-1980)";1913;1980;1;0;1;"Male";2005;1976;NA;NA;NA;174,3078;NA;296,2281;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1895";"Green Rug";"Philip Guston";"(American, born Canada. 1913-1980)";1913;1980;1;0;1;"Male";2005;1976;NA;NA;NA;238,7605;NA;173,9903;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1896";"Source";"Philip Guston";"(American, born Canada. 1913-1980)";1913;1980;1;0;1;"Male";2005;1976;NA;NA;NA;190,5004;NA;297,1806;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1897";"Talking";"Philip Guston";"(American, born Canada. 1913-1980)";1913;1980;1;0;1;"Male";2005;1979;NA;NA;NA;173,0378;NA;198,7554;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1898";"Head";"Philip Guston";"(American, born Canada. 1913-1980)";1913;1980;1;0;1;"Male";2005;1968;NA;NA;NA;45,7201;NA;50,8001;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1899";"Painter in Bed";"Philip Guston";"(American, born Canada. 1913-1980)";1913;1980;1;0;1;"Male";2005;1973;NA;NA;NA;151,4478;NA;264,7955;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1900";"Beasts and Burdens";"Neil Jenney";"(American, born 1945)";1945;NA;1;0;1;"Male";2005;1970;NA;10,16;NA;148,5903;NA;322,5806;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1901";"Biosphere #4";"Neil Jenney";"(American, born 1945)";1945;NA;1;0;1;"Male";2005;1971;NA;16,51;NA;82,5502;NA;656,5913;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1902";"Terrace Positano";"Bob Kane";"(American, 1937-2013)";1937;2013;1;0;1;"Male";2005;1983;NA;NA;NA;111,7602;NA;182,8804;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1903";"Untitled";"Bob Kane";"(American, 1937-2013)";1937;2013;1;0;1;"Male";2005;1985;NA;NA;NA;127,0003;NA;101,6002;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1904";"Ivory Sliver";"Harvey Quaytman";"(American, 1937-2002)";1937;2002;1;0;1;"Male";2005;1986;NA;NA;NA;71,4376;NA;71,7551;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1905";"The Illusionist";"Harvey Quaytman";"(American, 1937-2002)";1937;2002;1;0;1;"Male";2005;1997;NA;NA;NA;287,6556;NA;287,6556;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1906";"The Millers Delight";"Harvey Quaytman";"(American, 1937-2002)";1937;2002;1;0;1;"Male";2005;1992;NA;NA;NA;152,4003;NA;152,7178;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1907";"Triphammer Bridge";"Susan Rothenberg";"(American, born 1945)";1945;NA;1;1;0;"Female";2005;1974;NA;NA;NA;170,4978;NA;292,1006;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1908";"Black in Place";"Susan Rothenberg";"(American, born 1945)";1945;NA;1;1;0;"Female";2005;1976;NA;NA;NA;173,3553;NA;217,1704;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1909";"Smoker";"Susan Rothenberg";"(American, born 1945)";1945;NA;1;1;0;"Female";2005;1978;NA;NA;NA;158,1153;NA;114,3002;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1910";"Narcissus";"Sean Scully";"(American, born Ireland 1945)";1945;NA;1;0;1;"Male";2005;1984;NA;NA;NA;277,3686;NA;243,8405;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1911";"Big Grey Robe";"Sean Scully";"(American, born Ireland 1945)";1945;NA;1;0;1;"Male";2005;2002;NA;NA;NA;228,6005;NA;182,8804;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1912";"Untitled";"John Walker";"(British, born 1939)";1939;NA;1;0;1;"Male";2005;1976;NA;NA;NA;213,3604;NA;243,8405;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1913";"Green Alba-Kingston";"John Walker";"(British, born 1939)";1939;NA;1;0;1;"Male";2005;1979;NA;NA;NA;198,1204;NA;167,6403;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1914";"New Haven, No. 1";"John Walker";"(British, born 1939)";1939;NA;1;0;1;"Male";2005;1976;NA;NA;NA;233,6805;NA;172,7203;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1915";"March Light";"John Walker";"(British, born 1939)";1939;NA;1;0;1;"Male";2005;2001;NA;NA;NA;213,3604;NA;167,6403;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1916";"Cerebellar Islands";"David Webster";"(American, born 1947)";1947;NA;1;0;1;"Male";2005;1999;NA;NA;NA;243,8405;NA;182,8804;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1917";"Garden of Earthly Delights X";"Raqib Shaw";"(Indian, born 1974)";1974;NA;1;0;1;"Male";2005;2004;NA;NA;NA;243,8405;NA;457,2009;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1918";"Untitled";"Carmen Herrera";"(Cuban, born 1915)";1915;NA;1;1;0;"Female";2005;1952;NA;NA;NA;63,5001270003;NA;152,4003048006;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1919";"Physical S.E.X.";"Tim Bavington";"(American, born England 1966)";1966;NA;1;0;1;"Male";2005;2005;NA;NA;NA;182,8804;NA;408,9408;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1920";"The Painter";"Marlene Dumas";"(South African, born 1953)";1953;NA;1;1;0;"Female";2005;1994;NA;NA;NA;200,6604;NA;99,6952;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1921";"Energy";"Mangelos (Dimitrije Basicevic)";"(Croatian, 1921-1987)";1921;NA;1;0;1;"Male";2005;1977;NA;NA;NA;54,6101;NA;74,9301;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1922";"Energy";"Mangelos (Dimitrije Basicevic)";"(Croatian, 1921-1987)";1921;NA;1;0;1;"Male";2005;1978;NA;NA;NA;61,5951;NA;43,8151;NA;TRUE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1923";"Kytes Tree";"Gabriel Orozco";"(Mexican, born 1962)";1962;NA;1;0;1;"Male";2005;2005;NA;NA;NA;200,0254;NA;200,0254;NA;TRUE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1924";"Demolition";"Luc Tuymans";"(Belgian, born 1958)";1958;NA;1;0;1;"Male";2006;2005;NA;NA;NA;165,1003;NA;113,0302;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1925";"The Secretary of State";"Luc Tuymans";"(Belgian, born 1958)";1958;NA;1;0;1;"Male";2006;2005;NA;NA;NA;45,7201;NA;61,9126;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1926";"Untitled";"Mira Schendel";"(Brazilian, born Switzerland. 1919-1988)";1919;1988;1;1;0;"Female";2006;1963;NA;NA;NA;80;NA;60;NA;FALSE;FALSE;FALSE;"Painting";"Painting & Sculpture"
"1927";"The Table (Still Life with Fan)";"Georges Braque";"(French, 1882-1963)";1882;1963;1;0;1;"Male";2006;1910;NA;NA;NA;38,1001;NA;55,2451;NA;FALSE;TRUE;TRUE;"Painting";"Painting & Sculpture"
"1928";"Woods (2)";"Gerhard Richter";"(German, born 1932)";1932;NA;1;0;1;"Male";2006;2005;NA;NA;NA;197,1679;NA;132,0803;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1929";"Woods (5)";"Gerhard Richter";"(German, born 1932)";1932;NA;1;0;1;"Male";2006;2005;NA;NA;NA;197,1679;NA;132,0803;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1930";"Woods (6)";"Gerhard Richter";"(German, born 1932)";1932;NA;1;0;1;"Male";2006;2005;NA;NA;NA;197,1679;NA;132,0803;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1931";"Woods (8)";"Gerhard Richter";"(German, born 1932)";1932;NA;1;0;1;"Male";2006;2005;NA;NA;NA;197,1679;NA;132,0803;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
"1932";"Woods (9)";"Gerhard Richter";"(German, born 1932)";1932;NA;1;0;1;"Male";2006;2005;NA;NA;NA;197,1679;NA;132,0803;NA;FALSE;TRUE;FALSE;"Painting";"Painting & Sculpture"
